I_size,D_size,L2_size,I_assoc,D_assoc,L2_assoc,cache_line,sim_seconds,CPI,D MR,I MR,L2 MR
32,64,4096,2,4,8,64,0.017096,3.419281,0.060932,0.000978,0.999276
32,64,4096,4,2,8,64,0.017109,3.421836,0.060932,0.000872,0.999719
32,64,4096,4,4,8,64,0.017109,3.421836,0.060932,0.000872,0.999719
32,8,4096,2,2,8,64,0.017109,3.421717,0.060936,0.000982,0.999143
32,8,4096,4,2,8,64,0.017096,3.419281,0.060936,0.000874,0.999591
64,128,4096,2,2,8,128,0.012481,2.496272,0.030475,0.000997,0.999371
64,128,4096,2,2,8,256,0.009848,1.969635,0.015245,0.000868,0.998559
64,128,4096,2,4,8,128,0.012481,2.496272,0.030475,0.000997,0.999371
64,128,4096,2,4,8,256,0.009848,1.969635,0.015245,0.000868,0.998559
64,128,4096,4,2,8,128,0.012481,2.496272,0.030475,0.000956,0.999572
64,128,4096,4,2,8,256,0.009848,1.969635,0.015245,0.000812,0.999012
64,128,4096,4,4,8,128,0.012481,2.496272,0.030475,0.000956,0.999572
64,128,4096,4,4,8,256,0.009848,1.969635,0.015245,0.000812,0.999012
64,16,4096,2,2,8,128,0.012481,2.496272,0.030478,0.000997,0.999211
64,16,4096,2,2,8,256,0.009848,1.969635,0.015257,0.000868,0.997282
64,16,4096,2,2,8,64,0.017107,3.42148,0.060933,0.000879,0.999652
64,16,4096,2,4,8,128,0.012481,2.496272,0.030476,0.000997,0.999331
64,16,4096,2,4,8,256,0.009848,1.969635,0.015249,0.000868,0.99816
64,16,4096,2,4,8,64,0.017107,3.42148,0.060932,0.000877,0.999692
64,16,4096,4,2,8,128,0.012481,2.496272,0.030478,0.000956,0.999411
64,16,4096,4,2,8,256,0.009848,1.969635,0.015257,0.000812,0.997734
64,16,4096,4,2,8,64,0.017107,3.42148,0.060933,0.000855,0.999745
64,16,4096,4,4,8,128,0.012481,2.496272,0.030476,0.000956,0.999532
64,16,4096,4,4,8,256,0.009848,1.969635,0.015249,0.000812,0.998613
64,16,4096,4,4,8,64,0.017107,3.42148,0.060932,0.000854,0.999786
64,32,4096,2,2,8,128,0.012481,2.496272,0.030475,0.000997,0.999358
64,32,4096,2,2,8,256,0.009848,1.969635,0.015246,0.000868,0.998399
64,32,4096,2,2,8,64,0.017107,3.42148,0.060932,0.000877,0.999692
64,32,4096,2,4,8,128,0.012481,2.496272,0.030475,0.000997,0.999371
64,32,4096,2,4,8,256,0.009848,1.969635,0.015245,0.000868,0.998533
64,32,4096,2,4,8,64,0.017107,3.42148,0.060932,0.000877,0.999698
64,32,4096,4,2,8,128,0.012481,2.496272,0.030475,0.000956,0.999558
64,32,4096,4,2,8,256,0.009848,1.969635,0.015246,0.000812,0.998852
64,32,4096,4,2,8,64,0.017107,3.42148,0.060932,0.000854,0.999786
64,32,4096,4,4,8,128,0.012481,2.496272,0.030475,0.000956,0.999572
64,32,4096,4,4,8,256,0.009848,1.969635,0.015245,0.000812,0.998986
64,32,4096,4,4,8,64,0.017107,3.42148,0.060932,0.000854,0.999792
64,64,4096,2,2,8,128,0.012481,2.496272,0.030475,0.000997,0.999371
64,64,4096,2,2,8,256,0.009848,1.969635,0.015245,0.000868,0.998506
64,64,4096,2,2,8,64,0.017107,3.42148,0.060932,0.000877,0.999698
64,64,4096,2,4,8,128,0.012481,2.496272,0.030475,0.000997,0.999371
64,64,4096,2,4,8,256,0.009848,1.969635,0.015245,0.000868,0.998559
64,64,4096,2,4,8,64,0.017107,3.42148,0.060932,0.000877,0.999698
64,64,4096,4,2,8,128,0.012481,2.496272,0.030475,0.000956,0.999572
64,64,4096,4,2,8,256,0.009848,1.969635,0.015245,0.000812,0.998959
64,64,4096,4,2,8,64,0.017107,3.42148,0.060932,0.000854,0.999792
64,64,4096,4,4,8,128,0.012481,2.496272,0.030475,0.000956,0.999572
64,64,4096,4,4,8,256,0.009848,1.969635,0.015245,0.000812,0.999012
64,64,4096,4,4,8,64,0.017107,3.42148,0.060932,0.000854,0.999792
64,8,4096,2,2,8,128,0.012481,2.496272,0.030483,0.000997,0.998943
64,8,4096,2,2,8,256,0.009848,1.969635,0.015276,0.000867,0.995108
64,8,4096,2,2,8,64,0.017096,3.419281,0.060936,0.000879,0.999571
64,8,4096,2,4,8,128,0.012481,2.496272,0.03048,0.000997,0.999064
64,8,4096,2,4,8,256,0.009848,1.969635,0.015262,0.000867,0.996539
64,8,4096,4,2,8,128,0.012481,2.496272,0.030483,0.000956,0.999144
64,8,4096,4,2,8,256,0.009848,1.969635,0.015276,0.000812,0.995558
64,8,4096,4,2,8,64,0.017096,3.419281,0.060936,0.000855,0.999665
64,8,4096,4,4,8,128,0.012481,2.496272,0.03048,0.000956,0.999264
64,8,4096,4,4,8,256,0.009848,1.969635,0.015262,0.000812,0.99699
8,16,4096,2,2,8,64,0.017123,3.424594,0.060933,0.001387,0.997592
8,16,4096,2,4,8,64,0.017123,3.424594,0.060932,0.001384,0.997639
8,32,4096,2,2,8,64,0.017123,3.424594,0.060932,0.001384,0.997639
8,32,4096,2,4,8,64,0.017123,3.424594,0.060932,0.001384,0.997646
8,64,4096,2,2,8,64,0.017123,3.424594,0.060932,0.001384,0.997646
8,64,4096,2,4,8,64,0.017123,3.424594,0.060932,0.001384,0.997646
8,8,4096,2,2,8,64,0.017123,3.424594,0.060936,0.001387,0.997512
